Sr.no|title|content|author|image url|news url|label
11|Old Poster Demanding Release Of Sharjeel Imam Shared As Recent|BOOM found that the viral image is from an anti-CAA protest held in Kerala, not the ongoing farmers' protest.|Social media|https://www.boomlive.in/h-upload/2020/12/18/500x300_936692--022.webp|https://www.boomlive.in/fake-news/fake-news/farmers-protest-release-sharjeel-imam-posters-11217|1
12|No, This Is Not A Pakistani Journalist Praising PM Narendra Modi|BOOM found that the person in the viral clip is Harshavardhan Jain, an Indian motivational speaker and not a Pakistani...|Facebook Posts|https://www.boomlive.in/h-upload/2020/12/19/500x300_936795-this-is-how-narendra-modi-is-appreciated-at-pakistan-by-a-journalist-022.webp|https://www.boomlive.in/fake-news/fake-news/pakistani-journalist-praising-prime-minister-narendra-modi-factcheck-11216|1
13|Ahmedabad Airport Has Not Been Renamed To Adani Airport|BOOM was able to verify that the other side of the billboard in the viral photo has the name of the airport - Sardar...|Madhya Pradesh Congress, Social Media|https://www.boomlive.in/h-upload/2020/12/18/500x300_936649-adani-airport-04.webp|https://www.boomlive.in/fake-news/fake-news/adani-airport-ahmedabad-airports-sardar-vallabhbhai-patel-factcheck-11204|1
14|CPIM Mask Made Out Of An Underwear? Edited Image Viral|BOOM found that in the original image a man can be seen wearing a brief, with Fort Styllo written on it, as a mask|Facebook and Twitter Users|https://www.boomlive.in/h-upload/2020/12/18/500x300_936638--.webp|https://www.boomlive.in/fake-news/fake-news/cpim-mask-made-out-of-an-underwear-edited-image-viral-11201|1
15|Did PM Modi Bow His Head To Priti Adani? A Factcheck|BOOM found that the woman in the photo is Deepika Mondol, a social worker  and wife of a Rashtrapati Bhawan|Social Media posts|https://www.boomlive.in/h-upload/2020/12/18/500x300_936666-how-he-bows-before-mrs-preeti-adani.webp|https://www.boomlive.in/fake-news/fake-news/narendra-modi-priti-adani-gautam-adani-social-worker-viral-factcheck-farmers-protest-11197|1
16|Video Of Marital Dispute Mediation Viral With Fake 'Love Jihad' Claim|BOOM found that the video shows a woman trying to resolve a marital dispute and is not connected with an inter-faith...|Facebook pages|https://www.boomlive.in/h-upload/2020/12/17/500x300_936587-love-jihad-012012.webp|https://www.boomlive.in/fake-news/fake-news/video-of-marital-dispute-mediation-viral-with-fake-love-jihad-claim-11186|1
17|Bengaluru Start-Up's Images Peddled As Supermarket Run By Farmers|BOOM spoke to the owner of Humus, Manjunatha TN, who confirmed that the images are from his agri-tech farm start-up in...|Social Media Posts|https://www.boomlive.in/h-upload/2020/12/17/500x300_936569-a-farm-opened-by-a-bangalore-couple-peddled-as-a-supermarket-opened-by-farmers-01.webp|https://www.boomlive.in/fake-news/fake-news/bengaluru-based-start-ups-images-peddled-as-supermarket-run-by-farmers-11182|1
18|Viral Image Does Not Show An Under-Construction Ram Temple In Ayodhya|BOOM found that the picture shows ongoing construction works at Kashi Vishwanath corridor project site in Varanasi, UP.|Facebook pages|https://www.boomlive.in/h-upload/2020/12/17/500x300_936554-ram-mandir01.webp|https://www.boomlive.in/fake-news/fake-news/viral-image-does-not-show-an-under-construction-ram-temple-in-ayodhya-11177|1
19|Farmers' Protests: 2017 Clip Of BJP Workers Thrashed In Darjeeling...|The clip is being falsely shared as BJP workers thrashed in the backdrop of the ongoing farmers' protests.|Facebook Posts|https://www.boomlive.in/h-upload/2020/12/17/500x300_936543-bjp-leader-03.webp|https://www.boomlive.in/fake-news/fast-check/farmers-protests-2017-clip-of-bjp-workers-thrashed-in-darjeeling-revived-11173|1
20|Rare Photo Of Narendra Modi And Jashodaben's Wedding? A FactCheck|BOOM found that the photo is from 1994 when Narendra Modi attended the wedding of Alpa Chapatwala, daughter of a former...|Swati Chaturvedi|https://www.boomlive.in/h-upload/2020/12/16/500x300_936503-that-is-not-modi-wife-0001.webp|https://www.boomlive.in/fake-news/fake-news/rare-photo-of-narendra-modi-and-jashodabens-wedding-a-factcheck-11166|1
21|Video Of Train With Adani-Wilmar Ad Viral With False Claim|The Adani Wilmar branding is a part of the locomotive branding that helps the railways earn revenue.|Social Media Posts|https://www.boomlive.in/h-upload/2020/12/16/500x300_936509-courtesy-aaiofficial-1.webp|https://www.boomlive.in/fake-news/fake-news/video-of-train-with-adani-wilmar-ad-viral-with-false-claim-11164|1
22|Images From Old CPI Protests Viral As Ongoing Farmers' Agitation|BOOM found that the four images are old and taken at past CPI protests; they are not connected to the ongoing farmers'...|Facebook and Twitter Users|https://www.boomlive.in/h-upload/2020/12/16/500x300_936467-old-protest-rally-images-used-as-recent-farmer-protest-photos-02.webp|https://www.boomlive.in/fake-news/fake-news/images-from-old-cpi-protests-viral-as-ongoing-farmers-agitation-11162|1
23|Was A BJP Leader Beaten By Protesting Farmers? A FactCheck|BOOM found that the man is Arun Kumar, detained after a fight broke out between the man and a few reporters.|Social Media posts|https://www.boomlive.in/h-upload/2020/12/15/500x300_936421--.webp|https://www.boomlive.in/fake-news/fake-news/was-a-bjp-leader-beaten-by-protesting-farmers-a-factcheck-11150|1
24|2017 Video Of Punjab CM Amarinder Singh-Mukesh Ambani Meeting Revived|BOOM found that the viral clip is from 2017 when Captain Amarinder Singh met Mukesh Ambani in Mumbai.|Facebook Posts|https://www.boomlive.in/h-upload/2020/12/15/500x300_936377-captain-amrinder-singh-033x3.webp|https://www.boomlive.in/fake-news/fake-news/2017-video-of-punjab-cm-amarinder-singh-mukesh-ambani-meeting-revived-11146|1
25|Shah Rukh Khan's Young Kashmiri Lookalike? No, Photo Digitally Created|BOOM found that the age filter of an editing app, FaceApp was used to edit Shah Rukh Khan's photograph.|Facebook and Twitter Users|https://www.boomlive.in/h-upload/2020/12/14/500x300_936296-kashmiri-boys-face-changed-in-faceapp-filter-to-look-like-shah-rukh-khan-01.webp|https://www.boomlive.in/fake-news/fake-news/shah-rukh-khans-young-kashmiri-lookalike-no-photo-digitally-created-11117|1
26|Photos Of PM Modi's Facial Measurements Taken For Wax Statue Revived|A team from Madame Tussauds wax museum visited PM Modi to collect measurements and other details for a wax replica.|Facebook Post|https://www.boomlive.in/h-upload/2020/12/14/500x300_936297-modi-hired-expensive-make-up-professional.webp|https://www.boomlive.in/fake-news/fast-check/photos-of-pm-modis-facial-measurements-taken-for-wax-statue-revived-11115|1
27|Did PM Modi Visit Ambanis' Newborn Grandson At The Hospital?|BOOM found that the viral photo is from 2014, and is being shared with a false caption.|Social media|https://www.boomlive.in/h-upload/2020/12/13/500x300_936261-modiambaniimage.webp|https://www.boomlive.in/fake-news/fake-news/did-pm-modi-visit-the-ambanis-newborn-grandson-at-the-hospital-11112|1
28|Farmers' Protests: Clip Of 2019 Pro-Khalistan Rally In US Revived|BOOM found that the viral video is from 2019 when protesters gathered to demonstrate against Indian Prime Minister...|Tarek Fatah, Facebook Posts|https://www.boomlive.in/h-upload/2020/12/12/500x300_936204-sikhs-in-london-chant.webp|https://www.boomlive.in/fake-news/fake-news/farmers-protests-clip-of-2019-pro-khalistan-rally-in-us-revived-11099|1
29|Old Images Viral As Vandalism By Congress During Bharat Bandh|BOOM found that the viral images have been present on the internet from as early as 2018.|Social media|https://www.boomlive.in/h-upload/2020/12/11/500x300_936175--02.webp|https://www.boomlive.in/fake-news/fake-news/old-images-viral-as-vandalism-by-congress-during-bharat-bandh-11096|1
30|Viral Claim Stating Adani Registered Agri Companies In 2019 Is False|Ministry of Corporate Affairs data show a majority of these companies being incorporated in 2018 or before|Users of social media|https://www.boomlive.in/h-upload/2020/12/11/500x300_936168-adani-farms-factcheck.webp|https://www.boomlive.in/fake-news/fake-news/viral-claim-stating-adani-registered-agri-companies-in-2019-are-false-11092|1
31|Farmers Protest: Old Images Of Sikhs Disrespecting Tricolour Resurface|BOOM found that the images are from protests which are unrelated to the ongoing farmers' agitation in Delhi.|Social Media Posts|https://www.boomlive.in/h-upload/2020/12/10/500x300_936073-old-pictures-of-sikhs-disrespecting-indian-flag-shared-as-recent-01.webp|https://www.boomlive.in/fake-news/fake-news/farmers-protest-old-images-of-sikhs-disrespecting-tricolour-resurface-11079|1
32|Did JP Nadda Say Rabindranath Tagore Was Born At Visva Bharati?|BOOM found that the tweet put out by the BJP's Bengal unit on December 9 misquoted JP Nadda as saying that Tagore's...|Trinamool Congress' official Twitter handle|https://www.boomlive.in/h-upload/2020/12/10/500x300_936056-did-jp-nadda-say-tagore-born-biswabharati.webp|https://www.boomlive.in/fake-news/fake-news/did-jp-nadda-say-rabindranath-tagore-was-born-at-visva-bharati-11077|1
33|Pro-Khalistan Rally Video From 2015 Falsely Linked To Farmers' Protest|BOOM found that the viral clip is from October 2015 during a protest by Kashmiri Sikhs against reported desecration of...|Akash RSS, Facebook posts|https://www.boomlive.in/h-upload/2020/12/10/500x300_936057--01.webp|https://www.boomlive.in/fake-news/fake-news/pro-khalistan-rally-video-from-2015-falsely-linked-to-farmers-protest-11070|1
34|2017 Image Of Punjab CM Capt Amarinder Singh With Mukesh Ambani Viral|BOOM found that the image is from 2017 when Captain Amarinder Singh met Mukesh Ambani in Mumbai .|Facebook and Twitter Users|https://www.boomlive.in/h-upload/2020/12/09/500x300_936010-old-pic-of-mukesh-meeting-punjab-cm-shared-as-recent-001.webp|https://www.boomlive.in/fake-news/fake-news/2017-image-of-punjab-cm-capt-amarinder-singh-with-mukesh-ambani-viral-11060|1
35|2016 Video Of Pro-Khalistan Rally Falsely Linked To Farmers' Protests|BOOM found that the viral clip is from May 2016 during a rally organised by hardline Sikh groups.|Facebook Posts|https://www.boomlive.in/h-upload/2020/12/09/500x300_935984--.webp|https://www.boomlive.in/fake-news/fake-news/2016-video-of-pro-khalistan-rally-falsely-linked-to-farmers-protests-11058|1
36|Pakistani Accounts Spread Fake News Of Sikh Soldiers Quitting Indian...|BOOM reached out to a spokesman of the Indian Army who rubbished the claim|Pakistani Twitter Handles|https://www.boomlive.in/h-upload/2020/12/09/500x300_936016-sikh-regiment01.webp|https://www.boomlive.in/fake-news/fake-news/pakistani-accounts-spread-fake-news-of-sikh-soldiers-quitting-indian-army-11057|1
37|2013 Video Of Rajnath Singh Passed Off As Support To Farmers' Protest|BOOM traced the viral video to 2013 when the minister had spoken to farmers at Jantar Mantar, Delhi.|Facebook posts|https://www.boomlive.in/h-upload/2020/12/09/500x300_935979-rajnath-singh-01.webp|https://www.boomlive.in/fake-news/fake-news/2013-video-of-rajnath-singh-passed-off-as-support-to-farmers-protest-11052|1
38|Farmers Protest: 2018 Image Of Long March In Maharashtra Revived|BOOM spoke to the photographer who confirmed that the photo was taken in Mumbai during the first long march in 2018.|Facebook and Twitter Users|https://www.boomlive.in/h-upload/2020/12/08/500x300_935880-2018-photo-of-kisan-long-march-from-nasik-to-mumbai-shared-as-farmers-protest.webp|https://www.boomlive.in/fake-news/fake-news/farmers-protest-2018-image-of-long-march-in-maharashtra-revived-11047|1
39|Farmers' Protest: 2018 Pic Of Hrithik Roshan Shared As Recent|BOOM found that the picture is from Guru Gobind Singh's birth anniversary celebration that Roshan had visited in Mumbai.|Social media|https://www.boomlive.in/h-upload/2020/12/07/500x300_935858-hrithik-roshan-and-farmers.webp|https://www.boomlive.in/fake-news/fake-news/farmers-protest-2018-pic-of-hrithik-roshan-shared-as-recent-11030|1
40|Old Fake Message About Kidney Donation Viral Again|While two of the three numbers mentioned in the message circulating since 2017 are out of use, kidney donations follow a ...|Social media|https://www.boomlive.in/h-upload/2020/12/07/500x300_935837-organ-donation.webp|https://www.boomlive.in/fake-news/fake-news/old-fake-message-about-kidney-donation-viral-again-11022|1
41|Fake Image Shared To Claim TMC's Suvendu Adhikari Joined BJP|BOOM found the original image which shows Jyotiraditya Scindia with JP Nadda, when he joined the BJP in March, 2020.|Facebook Posts|https://www.boomlive.in/h-upload/2020/12/07/500x300_935784-photoshopped-image-shared-claiming-tmc-leader-suvedhu-adhikari-joined-bjp.webp|https://www.boomlive.in/fake-news/fake-news/morphed-image-of-suvendu-adhikari-and-jp-nadda-shared-with-false-claims-11016|1
42|Farmers' Protest: 2018 AAP Rally Video Viral As Delhi Chalo Protest|BOOM found that the video was shot at a 2018 Aam Aadmi Party rally where protesters alleged that they were supposed to...|Social Media Posts|https://www.boomlive.in/h-upload/2020/12/06/500x300_935755-aap1.webp|https://www.boomlive.in/fake-news/fake-news/farmers-protest-2018-aap-rally-video-viral-as-delhi-chalo-protest-11006|1
43|Farmers' Protest: Old Photo Of Separatists Disrespecting Tricolour...|BOOM found that the image features Dal Khalsa UK's founder, the late Manmohan Singh Khalsa, who was photographed...|Facebook pages|https://www.boomlive.in/h-upload/2020/12/07/500x300_935793-farmers-protest-old-photo-of-separatists-disrespecting-tricolour-revived-01.webp|https://www.boomlive.in/fake-news/fake-news/farmers-protest-old-photo-of-separatists-disrespecting-tricolour-revived-11002|1
44|2018 Video Of Pro-Khalistan Rally In US Falsely Linked To Farmers Stir|BOOM found that the viral clip dates back to 2018 and is from a pro-Khalistan rally held in San Francisco.|Akash RSS, Facebook Posts|https://www.boomlive.in/h-upload/2020/12/07/500x300_935787--000222.webp|https://www.boomlive.in/fake-news/fake-news/2018-video-of-pro-khalistan-rally-in-us-falsely-linked-to-farmers-stir-10999|1
45|Photos From Anti-CAA Protests Falsely Linked To Farmers' Delhi Chalo...|BOOM found two unrelated images were linked to claim that Sikh protesters who participated in anti-CAA protests were...|Facebook and Twitter users|https://www.boomlive.in/h-upload/2020/12/04/500x300_935676-caa-and-farmers-protest-being-linked-together01.webp|https://www.boomlive.in/fake-news/fake-news/photos-from-anti-caa-protests-falsely-linked-to-farmers-delhi-chalo-march-10996|1
46|2013 Photo Of Pro-Khalistan Banners Linked To Farmers' Protest|BOOM found that the photo was shot at a 2013 gathering to mark the anniversary of Operation Bluestar, seven years before ...|Social media posts|https://www.boomlive.in/h-upload/2020/12/05/500x300_935708-old-photo-of-khalistan-supporter-shared-as-farmer.webp|https://www.boomlive.in/fake-news/fake-news/2013-photo-of-pro-khalistan-banners-linked-to-farmers-protest-10989|1
47|Farmers' Stir: Photo Of Actress Sonia Mann Shared With A Fake|Close aides of Sonia Mann and Mehtab Virk rubbished the viral post when BOOM reached out to them separately.|Facebook|https://www.boomlive.in/h-upload/2020/12/04/500x300_935636-mehtab-virk-and-sonia-mann.webp|https://www.boomlive.in/fake-news/fake-news/farmers-stir-photo-of-actress-sonia-mann-shared-with-a-fake-backstory-10985|1
48|Congress Uses Photo From Bangladesh To Attack BJP On Economic Crisis|BOOM found that the photo was taken at a brick factory in Fatullah, Bangladesh in 2008.|Congress Party|https://www.boomlive.in/h-upload/2020/12/04/500x300_935674-this-photo-is-from-bangladesh.webp|https://www.boomlive.in/fake-news/fake-news/congress-uses-photo-from-bangladesh-to-attack-bjp-on-economic-crisis-10983|1
49|2019 Video Of Mahashay Dharampal Gulati Shared As His Final Moments|BOOM contacted the person seen singing in the video and confirmed that the video was recorded in 2019.|Social media|https://www.boomlive.in/h-upload/2020/12/04/500x300_935675-mdh.webp|https://www.boomlive.in/fake-news/fake-news/2019-video-of-mahashay-dharampal-gulati-shared-as-his-final-moments-10982|1
50|Doctored Photo Shared With Fake Claim Of A Muslim Disguised As A Sikh|BOOM found a video wherein the man's moustache can be clearly seen.|Facebook Posts|https://www.boomlive.in/h-upload/2020/12/04/500x300_935629-fake-punjabi01.webp|https://www.boomlive.in/fake-news/fake-news/doctored-photo-shared-with-fake-claim-of-a-muslim-disguised-as-a-sikh-10981|1
51|Old Photo Passed Off As Justin Trudeau In An Anti-Farm Laws Protest|BOOM found that the photo is from 2015 when Canada's Prime Minister visited a Gurudwara in Ottawa to celebrate Diwali.|Social Media posts|https://www.boomlive.in/h-upload/2020/12/04/500x300_935655-justin-trudeau-.webp|https://www.boomlive.in/fake-news/fake-news/old-photo-passed-off-as-justin-trudeau-sitting-in-an-anti-farm-laws-protest-10980|1
52|Fight Between Two Ahmednagar Families Viral, Police Deny Communal|BOOM spoke to Ahmednagar Police who said the fight was for personal reasons and rubbished any communal angle to the...|Facebook Posts|https://www.boomlive.in/h-upload/2020/12/03/500x300_935566-women-beaten-by-goons-02-2.webp|https://www.boomlive.in/fake-news/fake-news/video-of-fight-between-two-ahmednagar-families-viral-police-deny-communal-angle-10972|1
53|2017 Image Of Jat Stir In Haryana Peddled As Farmers' Protest In Delhi|The image is from February, 2017, when the Jats renewed their protests demanding reservation|Facebook & Twitter Users|https://www.boomlive.in/h-upload/2020/12/03/500x300_935536-farmers-02020202-1.webp|https://www.boomlive.in/fake-news/fake-news/2017-image-of-jat-stir-in-haryana-peddled-as-farmers-protest-in-delhi-10963|1
54|2018 Photo Falsely Shared As Banner At Farmers' Protest|BOOM found that the image is from the Kisan Mukti March which was held in November 2018.|Social Media users|https://www.boomlive.in/h-upload/2020/12/02/500x300_935511-old-protest-pic-shared-as-from-ongoing-farm-protest.webp|https://www.boomlive.in/fake-news/fake-news/2018-photo-falsely-shared-as-banner-at-farmers-protest-10956|1
55|No, Kamala Harris Did Not Tweet Her Support For The Farmers' Protests|BOOM found that the tweet screenshot is fake and Kamala Harris has not tweeted anything about the ongoing farmers'...|Posts on Facebook and WhatsApp|https://www.boomlive.in/h-upload/2020/12/02/500x300_935493-fake-kamala-harris-tweet-on-farmers-protest.webp|https://www.boomlive.in/fake-news/fake-news/no-kamala-harris-did-not-tweet-her-support-for-the-farmers-protests-10951|1
56|Retired Army Officer Falsely Identified As Injured Protester At...|BOOM found that the Army officer is retired captain PPS Dhillon who is not participating in the farmers' protests.|Facebook Posts|https://www.boomlive.in/h-upload/2020/12/02/500x300_935450-farmersprotest-01.webp|https://www.boomlive.in/fake-news/fake-news/retired-army-officer-falsely-identified-as-injured-protester-at-farmers-march-10949|1
57|Farmers' Protest: 2018 Video Of Nihang Sikhs' Rally Viral As Recent|BOOM found that the viral video has been on internet since 2018 and has nothing to do with the recent farmers' protest.|Social media|https://www.boomlive.in/h-upload/2020/12/01/500x300_935399--2000-20000-.webp|https://www.boomlive.in/fake-news/fake-news/farmers-protest-2018-video-of-nihang-sikhs-rally-viral-as-recent-10943|1
58|2018 Pic From Farmers' March In Maharashtra Viral As Recent|BOOM found that the picture of people sitting on a road is from a protest wherein farmers had marched towards Mumbai.|Social media|https://www.boomlive.in/h-upload/2020/12/01/500x300_935379-farmers-sitting-at-delhi-border.webp|https://www.boomlive.in/fake-news/fake-news/2018-pic-from-farmers-march-in-maharashtra-viral-as-recent-10936|1
59|2016 Photo Of Asad Owaisi And Smriti Irani Revived Ahead Of GHMC Polls|BOOM found that the viral picture is from a 2016 powerloom industry stakeholders' meeting.|Social media|https://www.boomlive.in/h-upload/2020/12/01/500x300_935375-owaisi-smriti.webp|https://www.boomlive.in/fake-news/fake-news/2016-photo-of-asad-owaisi-and-smriti-irani-revived-ahead-of-ghmc-polls-10934|1
60|I Am Right Here If They Want To See My Injuries: Lathi-Charged Farmer|BOOM identified the elderly farmer as Sukhdev Singh who said he sustained injuries to his forearm, back and calf muscle.|Political Kida, Amit Malviya, OpIndia|https://www.boomlive.in/h-upload/2020/12/01/500x300_935368-rahul-gandhi-must-be-the-most-discredited-opposition-leader-india-has-seen-in-a-long-long-time-001.webp|https://www.boomlive.in/fake-news/fake-news/i-am-right-here-if-they-want-to-see-my-injuries-lathi-charged-farmer-10933|1
61|Farmers' Protest: Old Picture Of Woman Wielding Lathi At Cops Revived|BOOM found that the viral picture has been online since at least 2016.|Social media pages|https://www.boomlive.in/h-upload/2020/11/30/500x300_935336--.webp|https://www.boomlive.in/fake-news/fake-news/farmers-protest-old-picture-of-woman-wielding-lathi-at-cops-revived-10929|1
62|How A Muslim Man's Photo Was Used To Discredit The Farmers' Protest|BOOM spoke to Nazeer Mohammed, an electrician from Mohali who said he has filed a police complaint.|Social Media Posts|https://www.boomlive.in/h-upload/2020/11/30/500x300_935279-old-image-of-muslim-man-wearing-turban-shared-in-context-of-farmers-protest.webp|https://www.boomlive.in/fake-news/fake-news/how-a-muslim-mans-photo-was-used-to-discredit-the-farmers-protest-10926|1
63|No, This Is Not 'Hathras Bhabhi' At The Farmers' Protest|BOOM found that the image was taken during the anti-CAA protests in Shaheen Bagh in February, this year|Social media|https://www.boomlive.in/h-upload/2020/11/30/500x300_935330-naxal-bhabhi-02020.webp|https://www.boomlive.in/fake-news/fake-news/no-this-is-not-hathras-bhabhi-at-the-farmers-protest-10920|1
64|No, This Video Does Not Show Farm Bill Protester Disguised As Sikh Man|BOOM found that the original video is from 2011 and the man whose turban was removed by the policeman was actually Sikh.|Facebook and Twitter posts|https://www.boomlive.in/h-upload/2020/11/30/500x300_935303-truth-behind-farmers-agitation-demeaning-sikh-community.webp|https://www.boomlive.in/fake-news/fast-check/no-this-video-does-not-show-farm-bill-protester-disguised-as-sikh-man-10915|1
65|2014 Clip Revived As Hindu Chants Recited For Kamala Harris At White...|The clip is from 2014 when a Hindu-American organisation held an event at the White House to celebrate Mahatma Gandhi's...|Facebook Posts|https://www.boomlive.in/h-upload/2020/11/30/500x300_935292-kamala-harris-started-her-first-day-in-office-with-mantras-of-sanatan-dharma-sanatan-meaning-all-in-one-religion.webp|https://www.boomlive.in/fake-news/fast-check/2014-clip-revived-as-hindu-chants-recited-for-kamala-harris-at-white-house-10913|1
66|2019 Photo Of Protest Against Article 370 Linked To Farmers' March|BOOM found a similar photo from the same protest that was uploaded to Facebook in August 2019.|Shefali Vaidya|https://www.boomlive.in/h-upload/2020/11/30/500x300_935283-article-370-farmers-protest-featued-image.webp|https://www.boomlive.in/fake-news/fake-news/2019-photo-of-protest-against-article-370-linked-to-farmers-march-10908|1
67|Pro Khalistan Slogans From 2019 World Cup Peddled As Farmers' Protest|BOOM found that the video is from one of the 2019 ICC Cricket World Cup matches where pro-Khalistan slogans were raised...|Priti Gandhi, Punit Agarwal, Twitter & Facebook users|https://www.boomlive.in/h-upload/2020/11/30/500x300_935289-pro-khalistan-slogans-from-cricket-world-cup-peddled-as-farmers-protest.webp|https://www.boomlive.in/fake-news/fake-news/pro-khalistan-slogans-from-cricket-world-cup-peddled-as-farmers-protest-10875|1
68|Photo Showing Pele Crying At Maradona's Grave Is Morphed And Fake|BOOM found that the original image is from the stock photo website iStock.|Posts on Facebook and Twitter|https://www.boomlive.in/h-upload/2020/11/28/500x300_935213-fake-pele-bids-farewell.webp|https://www.boomlive.in/fake-news/fake-news/photo-showing-pele-crying-at-maradonas-grave-is-morphed-and-fake-10864|1
69|No, Woman In Farmers' Protest Photo Is Not Shaheen Bagh's Bilkis Dadi|BOOM spoke to Bilkis Bano who rubbished that she is the elderly woman in the viral photo stating that she has not yet...|Facebook Posts|https://www.boomlive.in/h-upload/2020/11/28/500x300_935194-dadi-at-shaheen-bagh-is-now-a-punjabi-farmer.webp|https://www.boomlive.in/fake-news/fake-news/no-woman-in-farmers-protest-photo-is-not-shaheen-baghs-bilkis-dadi-10860|1
70|No, Video Does Not Show Ahmed Patel's Funeral Procession|BOOM found that the video shows the funeral procession of MNS leader Jameel Shaikh who was killed on November 23.|Facebook pages|https://www.boomlive.in/h-upload/2020/11/27/500x300_935171-ahmedpatel-bhai-janaza-03.webp|https://www.boomlive.in/fake-news/fake-news/no-video-does-not-show-congress-leader-ahmed-patels-funeral-procession-10857|1
71|2019 Video From Argentina Viral As Footballer Maradona's Funeral|BOOM found that the viral video shows the election campaigning by the then Argentinian president Mauricio Macri.|Social media posts|https://www.boomlive.in/h-upload/2020/11/27/500x300_935131-diego-maradona-funeral-01.webp|https://www.boomlive.in/fake-news/fake-news/2019-video-from-argentina-viral-as-footballer-maradonas-funeral-10848|1
72|Prasar Bharati, DD News Share 2017 Video Of Marina Beach As Recent|BOOM found that the video is from 2017, when incessant rainfall caused several areas of Chennai, including Marina beach...|Prasar Bharati|https://www.boomlive.in/h-upload/2020/11/27/500x300_935154-chennai-rain-01.webp|https://www.boomlive.in/fake-news/fake-news/prasar-bharati-dd-news-share-2017-video-of-marina-beach-as-recent-10841|1
